0,1,0,2,1,2,0,3,1,3,0,4,1,4
0,1,0,2,1,2,0,3,1,3,2,3,0,4
0,1,0,2,1,2,0,3,1,3,0,4,2,4
0,1,0,2,1,2,0,3,1,3,2,4,3,4
0,1,0,2,1,2,0,3,1,3,0,4,0,5
0,1,0,2,1,2,0,3,0,4,3,4,0,5
0,1,0,2,1,2,0,3,1,3,0,4,1,5
0,1,0,2,1,2,0,3,1,3,0,4,2,5
0,1,0,2,1,2,0,3,1,3,2,4,2,5
0,1,0,2,1,2,0,3,1,3,0,4,4,5
0,1,0,2,1,2,0,3,0,4,3,4,1,5
0,1,0,2,1,2,0,3,0,4,1,5,3,5
0,1,0,2,0,3,0,4,1,5,2,5,3,5
0,1,0,2,1,2,0,3,0,4,3,5,4,5
0,1,0,2,1,2,0,3,1,3,2,4,3,5
0,1,0,2,1,2,0,3,1,3,2,4,4,5
0,1,0,2,1,2,0,3,1,4,3,4,2,5
0,1,0,2,1,2,0,3,1,4,3,4,3,5
0,1,0,2,0,3,1,4,2,4,3,4,1,5
0,1,0,2,1,2,0,3,1,4,3,5,4,5
0,1,0,2,1,2,0,3,3,4,3,5,4,5
0,1,0,2,0,3,1,4,2,4,1,5,3,5
0,1,0,2,0,3,1,4,2,4,3,5,4,5
0,1,0,2,1,2,0,3,0,4,0,5,0,6
0,1,0,2,1,2,0,3,0,4,0,5,1,6
0,1,0,2,1,2,0,3,0,4,0,5,3,6
0,1,0,2,0,3,0,4,0,5,1,6,2,6
0,1,0,2,1,2,0,3,0,4,1,5,1,6
0,1,0,2,1,2,0,3,0,4,1,5,2,6
0,1,0,2,1,2,0,3,0,4,1,5,3,6
0,1,0,2,1,2,0,3,0,4,1,5,5,6
0,1,0,2,1,2,0,3,0,4,3,5,3,6
0,1,0,2,1,2,0,3,3,4,3,5,3,6
0,1,0,2,0,3,0,4,1,5,2,5,1,6
0,1,0,2,0,3,0,4,1,5,2,5,5,6
0,1,0,2,1,2,0,3,0,4,3,5,4,6
0,1,0,2,1,2,0,3,0,4,3,5,5,6
0,1,0,2,0,3,0,4,1,5,2,5,3,6
0,1,0,2,0,3,0,4,1,5,2,6,5,6
0,1,0,2,1,2,0,3,1,4,2,5,3,6
0,1,0,2,1,2,0,3,1,4,3,5,3,6
0,1,0,2,0,3,1,4,2,4,1,5,2,6
0,1,0,2,1,2,0,3,1,4,3,5,4,6
0,1,0,2,1,2,0,3,1,4,3,5,5,6
0,1,0,2,1,2,0,3,3,4,3,5,4,6
0,1,0,2,1,2,0,3,3,4,4,5,4,6
0,1,0,2,0,3,1,4,2,4,1,5,3,6
0,1,0,2,0,3,1,4,2,4,3,5,3,6
0,1,0,2,0,3,1,4,2,4,3,5,4,6
0,1,0,2,0,3,1,4,1,5,2,6,4,6
0,1,0,2,0,3,1,4,2,5,4,5,4,6
0,1,0,2,1,2,0,3,3,4,4,5,5,6
0,1,0,2,0,3,1,4,2,4,3,5,5,6
0,1,0,2,0,3,1,4,2,5,4,5,3,6
0,1,0,2,0,3,1,4,2,5,4,6,5,6
0,1,0,2,1,3,2,4,3,5,4,6,5,6
0,1,0,2,0,3,0,4,0,5,0,6,0,7
0,1,0,2,0,3,0,4,0,5,0,6,1,7
0,1,0,2,0,3,0,4,0,5,1,6,1,7
0,1,0,2,0,3,0,4,0,5,1,6,2,7
0,1,0,2,0,3,0,4,0,5,1,6,6,7
0,1,0,2,0,3,0,4,1,5,1,6,1,7
0,1,0,2,0,3,0,4,1,5,1,6,2,7
0,1,0,2,0,3,0,4,1,5,1,6,5,7
0,1,0,2,0,3,0,4,1,5,5,6,5,7
0,1,0,2,0,3,0,4,1,5,2,6,3,7
0,1,0,2,0,3,0,4,1,5,2,6,5,7
0,1,0,2,0,3,0,4,1,5,5,6,6,7
0,1,0,2,0,3,1,4,1,5,2,6,2,7
0,1,0,2,0,3,1,4,1,5,2,6,3,7
0,1,0,2,0,3,1,4,1,5,2,6,4,7
0,1,0,2,0,3,1,4,1,5,2,6,6,7
0,1,0,2,0,3,1,4,2,5,4,6,4,7
0,1,0,2,0,3,1,4,4,5,5,6,5,7
0,1,0,2,0,3,1,4,2,5,3,6,4,7
0,1,0,2,0,3,1,4,2,5,4,6,5,7
0,1,0,2,0,3,1,4,2,5,4,6,6,7
0,1,0,2,0,3,1,4,4,5,5,6,6,7
0,1,0,2,1,3,2,4,3,5,4,6,5,7
0,1,0,2,1,2,0,3,1,3,2,3,4,5
0,1,0,2,1,2,0,3,1,3,0,4,5,6
0,1,0,2,1,2,0,3,0,4,3,4,5,6
0,1,0,2,1,2,0,3,1,3,2,4,5,6
0,1,0,2,1,2,0,3,1,3,4,5,4,6
0,1,0,2,1,2,0,3,1,4,3,4,5,6
0,1,0,2,0,3,1,4,2,4,3,4,5,6
0,1,0,2,1,2,0,3,4,5,4,6,5,6
0,1,0,2,1,2,3,4,3,5,4,6,5,6
0,1,0,2,1,2,0,3,0,4,0,5,6,7
0,1,0,2,1,2,0,3,0,4,1,5,6,7
0,1,0,2,1,2,0,3,0,4,3,5,6,7
0,1,0,2,1,2,0,3,0,4,5,6,5,7
0,1,0,2,1,2,3,4,3,5,3,6,3,7
0,1,0,2,0,3,0,4,1,5,2,5,6,7
0,1,0,2,1,2,0,3,1,4,2,5,6,7
0,1,0,2,1,2,0,3,1,4,3,5,6,7
0,1,0,2,1,2,0,3,1,4,5,6,5,7
0,1,0,2,1,2,0,3,3,4,3,5,6,7
0,1,0,2,1,2,0,3,4,5,4,6,4,7
0,1,0,2,0,3,1,4,2,4,1,5,6,7
0,1,0,2,0,3,1,4,2,4,4,5,6,7
0,1,0,2,1,2,0,3,3,4,4,5,6,7
0,1,0,2,1,2,0,3,3,4,5,6,5,7
0,1,0,2,1,2,0,3,4,5,4,6,5,7
0,1,0,2,1,2,3,4,3,5,3,6,4,7
0,1,0,2,0,3,1,4,2,4,3,5,6,7
0,1,0,2,0,3,1,4,2,4,5,6,5,7
0,1,0,2,0,3,1,4,2,5,4,5,6,7
0,1,0,2,0,3,4,5,4,6,5,7,6,7
0,1,0,2,1,2,3,4,3,5,4,6,5,7
0,1,0,2,1,3,2,3,4,5,4,6,5,7
0,1,0,2,1,3,2,4,3,4,5,6,5,7
0,1,0,2,1,3,2,4,3,5,4,5,6,7
0,1,0,2,0,3,0,4,0,5,0,6,7,8
0,1,0,2,0,3,0,4,0,5,1,6,7,8
0,1,0,2,0,3,0,4,0,5,6,7,6,8
0,1,0,2,0,3,0,4,1,5,1,6,7,8
0,1,0,2,0,3,0,4,5,6,5,7,5,8
0,1,0,2,0,3,0,4,1,5,2,6,7,8
0,1,0,2,0,3,0,4,1,5,5,6,7,8
0,1,0,2,0,3,0,4,1,5,6,7,6,8
0,1,0,2,0,3,0,4,5,6,5,7,6,8
0,1,0,2,0,3,1,4,1,5,2,6,7,8
