5,4
5,8
6,6
6,12
6,2
6,4
6,4
6,4
6,1
6,4
6,48
6,6
6,1
6,2
6,2
6,1
6,4
6,2
6,2
6,4
6,4
6,2
6,4
6,8
7,12
7,16
7,4
7,2
7,12
7,2
7,2
7,2
7,12
7,8
7,4
7,2
7,2
7,2
7,4
7,2
7,12
7,2
7,4
7,1
7,1
7,4
7,2
7,4
7,2
7,1
7,1
7,1
7,4
7,2
7,2
7,8
7,2
7,2
7,1
7,2
7,1
7,2
7,4
7,4
7,6
7,2
7,2
7,4
7,8
7,2
7,4
7,1
7,2
7,4
7,2
7,2
7,1
7,2
7,1
7,2
7,2
7,4
7,1
7,2
7,2
7,2
7,4
7,8
7,2
7,4
7,4
8,240
8,24
8,12
8,48
8,12
8,12
8,2
8,6
8,8
8,48
8,6
8,12
8,4
8,4
8,4
8,12
8,8
8,2
8,12
8,8
8,16
8,2
8,2
8,2
8,4
8,6
8,4
8,2
8,2
8,1
8,1
8,2
8,4
8,2
8,4
8,4
8,12
8,1
8,2
8,4
8,2
8,4
8,2
8,12
8,2
8,2
8,2
8,4
8,2
8,2
8,4
8,4
8,8
8,2
8,2
8,2
8,1
8,2
8,4
8,2
8,1
8,2
8,4
8,2
8,2
8,1
8,1
8,4
8,2
8,2
8,4
8,2
8,1
8,2
8,2
8,4
8,4
8,1
8,4
8,2
8,1
8,2
8,4
8,2
8,2
8,2
8,2
8,2
8,16
9,40320
9,720
9,240
9,48
9,120
9,144
9,12
9,24
9,48
9,12
9,6
9,24
9,12
9,72
9,16
9,12
9,4
9,2
9,4
9,12
9,6
9,4
9,6
9,12
9,24
9,2
9,4
9,2
9,6
9,8
9,2
9,4
9,2
9,2
9,1
9,2
9,4
9,2
9,2
9,2
9,8
9,2
9,2
9,1
9,1
9,2
9,2
10,10080
10,240
10,1440
10,96
10,720
10,24
10,48
10,48
10,240
10,144
10,1152
10,8
10,12
10,24
10,24
10,36
10,48
10,12
10,4
10,8
10,12
10,12
10,12
10,48
10,16
10,48
10,8
10,4
10,4
10,4
10,16
10,4
10,12
10,16
10,16
10,12
10,8
10,4
10,12
10,4
10,2
10,2
10,4
10,4
10,4
10,4
10,4
10,12
10,4
10,4
10,4
10,8
7,24
7,12
7,4
7,48
7,8
7,24
8,8
8,16
8,8
8,2
8,8
8,4
8,4
8,4
8,2
8,12
8,16
8,8
8,24
8,8
8,4
8,4
8,24
8,4
8,2
8,8
8,8
8,4
8,4
8,12
8,16
8,8
8,24
8,8
8,8
8,12
8,16
8,12
8,60
8,128
9,96
9,12
9,8
9,24
9,720
9,24
9,16
9,8
9,2
9,4
9,4
9,8
9,24
9,24
9,48
9,4
9,8
9,8
9,4
9,4
9,8
9,36
9,4
9,8
9,8
9,192
9,4
9,12
9,4
9,12
9,4
9,4
9,2
9,2
9,4
9,4
9,8
9,8
9,12
9,4
9,48
9,2
9,4
9,8
9,4
9,8
9,12
9,4
9,4
9,4
9,4
9,4
9,4
9,12
9,12
9,4
9,4
9,4
9,4
9,4
9,4
9,16
9,60
9,12
9,16
9,20
9,24
9,28
10,96
10,16
10,16
10,16
10,288
10,32
10,48
10,8
10,8
10,32
10,24
10,16
10,32
10,16
10,8
10,8
10,16
10,24
10,72
10,16
10,8
10,16
10,96
10,24
10,24
10,32
10,64
10,40
10,96
11,5760
11,192
11,480
11,96
11,288
11,32
11,48
11,24
11,96
11,192
11,16
11,32
11,64
11,24
11,144
11,48
11,8
11,8
11,16
11,8
11,8
11,16
11,24
11,24
11,16
11,8
11,8
11,16
11,16
8,192
9,16
9,64
9,16
9,16
9,16
9,96
9,24
9,144
9,96
10,192
10,576
11,192
11,96
11,96
11,32
11,288
11,96
11,96
11,96
11,128
11,480
12,5760
12,288
12,384
12,384
12,576
12,96
12,96
12,32
12,96
12,96
12,96
12,32
12,64
12,32
12,384
12,768
12,576
12,3072
13,9216
13,768
13,576
13,768
13,192
13,384
13,23040
14,23040
14,7680
14,3072
15,92160
16,10321920
